PassengerId,Age,Age_Imputed,Embarked,Embarked_Imputed,Fare,Fare_Imputed,Name,Parch,Pclass,Sex,SibSp,Survived,Ticket,Title,TitleBin,split
67,29.0,False,S,False,10.5,False,"Nye, Mrs. (Elizabeth Ramell)",0,2,female,0,1.0,C.A. 29395,Mrs,Mrs,train
68,19.0,False,S,False,8.1583,False,"Crease, Mr. Ernest James",0,3,male,0,0.0,S.P. 3464,Mr,Mr,train
69,17.0,False,S,False,7.925,False,"Andersson, Miss. Erna Alexandra",2,3,female,4,1.0,3101281,Miss,Miss,train
70,26.0,False,S,False,8.6625,False,"Kink, Mr. Vincenz",0,3,male,2,0.0,315151,Mr,Mr,train
71,32.0,False,S,False,10.5,False,"Jenkin, Mr. Stephen Curnow",0,2,male,0,0.0,C.A. 33111,Mr,Mr,train
72,16.0,False,S,False,46.9,False,"Goodwin, Miss. Lillian Amy",2,3,female,5,0.0,CA 2144,Miss,Miss,train
73,21.0,False,S,False,73.5,False,"Hood, Mr. Ambrose Jr",0,2,male,0,0.0,S.O.C. 14879,Mr,Mr,train
74,26.0,False,C,False,14.4542,False,"Chronopoulos, Mr. Apostolos",0,3,male,1,0.0,2680,Mr,Mr,train
75,32.0,False,S,False,56.4958,False,"Bing, Mr. Lee",0,3,male,0,1.0,1601,Mr,Mr,train
76,25.0,False,S,False,7.65,False,"Moen, Mr. Sigurd Hansen",0,3,male,0,0.0,348123,Mr,Mr,train
77,30.0,True,S,False,7.8958,False,"Staneff, Mr. Ivan",0,3,male,0,0.0,349208,Mr,Mr,train
78,30.0,True,S,False,8.05,False,"Moutal, Mr. Rahamin Haim",0,3,male,0,0.0,374746,Mr,Mr,train
79,0.83,False,S,False,29.0,False,"Caldwell, Master. Alden Gates",2,2,male,0,1.0,248738,Master,Master,train
80,30.0,False,S,False,12.475,False,"Dowdell, Miss. Elizabeth",0,3,female,0,1.0,364516,Miss,Miss,train
81,22.0,False,S,False,9.0,False,"Waelens, Mr. Achille",0,3,male,0,0.0,345767,Mr,Mr,train
82,29.0,False,S,False,9.5,False,"Sheerlinck, Mr. Jan Baptist",0,3,male,0,1.0,345779,Mr,Mr,train
83,22.0,True,Q,False,7.7875,False,"McDermott, Miss. Brigdet Delia",0,3,female,0,1.0,330932,Miss,Miss,train
84,28.0,False,S,False,47.1,False,"Carrau, Mr. Francisco M",0,1,male,0,0.0,113059,Mr,Mr,train
85,17.0,False,S,False,10.5,False,"Ilett, Miss. Bertha",0,2,female,0,1.0,SO/C 14885,Miss,Miss,train
86,33.0,False,S,False,15.85,False,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",0,3,female,3,1.0,3101278,Mrs,Mrs,train
87,16.0,False,S,False,34.375,False,"Ford, Mr. William Neal",3,3,male,1,0.0,W./C. 6608,Mr,Mr,train
88,30.0,True,S,False,8.05,False,"Slocovski, Mr. Selman Francis",0,3,male,0,0.0,SOTON/OQ 392086,Mr,Mr,train
89,23.0,False,S,False,263.0,False,"Fortune, Miss. Mabel Helen",2,1,female,3,1.0,19950,Miss,Miss,train
90,24.0,False,S,False,8.05,False,"Celotti, Mr. Francesco",0,3,male,0,0.0,343275,Mr,Mr,train
91,29.0,False,S,False,8.05,False,"Christmann, Mr. Emil",0,3,male,0,0.0,343276,Mr,Mr,train
92,20.0,False,S,False,7.8542,False,"Andreasson, Mr. Paul Edvin",0,3,male,0,0.0,347466,Mr,Mr,train
93,46.0,False,S,False,61.175,False,"Chaffee, Mr. Herbert Fuller",0,1,male,1,0.0,W.E.P. 5734,Mr,Mr,train
94,26.0,False,S,False,20.575,False,"Dean, Mr. Bertram Frank",2,3,male,1,0.0,C.A. 2315,Mr,Mr,train
95,59.0,False,S,False,7.25,False,"Coxon, Mr. Daniel",0,3,male,0,0.0,364500,Mr,Mr,train
96,30.0,True,S,False,8.05,False,"Shorney, Mr. Charles Joseph",0,3,male,0,0.0,374910,Mr,Mr,train
97,71.0,False,C,False,34.6542,False,"Goldschmidt, Mr. George B",0,1,male,0,0.0,PC 17754,Mr,Mr,train
98,23.0,False,C,False,63.3583,False,"Greenfield, Mr. William Bertram",1,1,male,0,1.0,PC 17759,Mr,Mr,train
99,34.0,False,S,False,23.0,False,"Doling, Mrs. John T (Ada Julia Bone)",1,2,female,0,1.0,231919,Mrs,Mrs,train
100,34.0,False,S,False,26.0,False,"Kantor, Mr. Sinai",0,2,male,1,0.0,244367,Mr,Mr,train
101,28.0,False,S,False,7.8958,False,"Petranec, Miss. Matilda",0,3,female,0,0.0,349245,Miss,Miss,train
102,30.0,True,S,False,7.8958,False,"Petroff, Mr. Pastcho (""Pentcho"")",0,3,male,0,0.0,349215,Mr,Mr,train
103,21.0,False,S,False,77.2875,False,"White, Mr. Richard Frasar",1,1,male,0,0.0,35281,Mr,Mr,train
104,33.0,False,S,False,8.6542,False,"Johansson, Mr. Gustaf Joel",0,3,male,0,0.0,7540,Mr,Mr,train
105,37.0,False,S,False,7.925,False,"Gustafsson, Mr. Anders Vilhelm",0,3,male,2,0.0,3101276,Mr,Mr,train
106,28.0,False,S,False,7.8958,False,"Mionoff, Mr. Stoytcho",0,3,male,0,0.0,349207,Mr,Mr,train
107,21.0,False,S,False,7.65,False,"Salkjelsvik, Miss. Anna Kristine",0,3,female,0,1.0,343120,Miss,Miss,train
108,30.0,True,S,False,7.775,False,"Moss, Mr. Albert Johan",0,3,male,0,1.0,312991,Mr,Mr,train
109,38.0,False,S,False,7.8958,False,"Rekic, Mr. Tido",0,3,male,0,0.0,349249,Mr,Mr,train
110,22.0,True,Q,False,24.15,False,"Moran, Miss. Bertha",0,3,female,1,1.0,371110,Miss,Miss,train
111,47.0,False,S,False,52.0,False,"Porter, Mr. Walter Chamberlain",0,1,male,0,0.0,110465,Mr,Mr,train
112,14.5,False,C,False,14.4542,False,"Zabour, Miss. Hileni",0,3,female,1,0.0,2665,Miss,Miss,train
113,22.0,False,S,False,8.05,False,"Barton, Mr. David John",0,3,male,0,0.0,324669,Mr,Mr,train
114,20.0,False,S,False,9.825,False,"Jussila, Miss. Katriina",0,3,female,1,0.0,4136,Miss,Miss,train
115,17.0,False,C,False,14.4583,False,"Attalah, Miss. Malake",0,3,female,0,0.0,2627,Miss,Miss,train
116,21.0,False,S,False,7.925,False,"Pekoniemi, Mr. Edvard",0,3,male,0,0.0,STON/O 2. 3101294,Mr,Mr,train
117,70.5,False,Q,False,7.75,False,"Connors, Mr. Patrick",0,3,male,0,0.0,370369,Mr,Mr,train
118,29.0,False,S,False,21.0,False,"Turpin, Mr. William John Robert",0,2,male,1,0.0,11668,Mr,Mr,train
119,24.0,False,C,False,247.5208,False,"Baxter, Mr. Quigg Edmond",1,1,male,0,0.0,PC 17558,Mr,Mr,train
120,2.0,False,S,False,31.275,False,"Andersson, Miss. Ellis Anna Maria",2,3,female,4,0.0,347082,Miss,Miss,train
121,21.0,False,S,False,73.5,False,"Hickman, Mr. Stanley George",0,2,male,2,0.0,S.O.C. 14879,Mr,Mr,train
122,30.0,True,S,False,8.05,False,"Moore, Mr. Leonard Charles",0,3,male,0,0.0,A4. 54510,Mr,Mr,train
123,32.5,False,C,False,30.0708,False,"Nasser, Mr. Nicholas",0,2,male,1,0.0,237736,Mr,Mr,train
124,32.5,False,S,False,13.0,False,"Webber, Miss. Susan",0,2,female,0,1.0,27267,Miss,Miss,train
125,54.0,False,S,False,77.2875,False,"White, Mr. Percival Wayland",1,1,male,0,0.0,35281,Mr,Mr,train
126,12.0,False,C,False,11.2417,False,"Nicola-Yarred, Master. Elias",0,3,male,1,1.0,2651,Master,Master,train
127,30.0,True,Q,False,7.75,False,"McMahon, Mr. Martin",0,3,male,0,0.0,370372,Mr,Mr,train
128,24.0,False,S,False,7.1417,False,"Madsen, Mr. Fridtjof Arne",0,3,male,0,1.0,C 17369,Mr,Mr,train
129,22.0,True,C,False,22.3583,False,"Peter, Miss. Anna",1,3,female,1,1.0,2668,Miss,Miss,train
130,45.0,False,S,False,6.975,False,"Ekstrom, Mr. Johan",0,3,male,0,0.0,347061,Mr,Mr,train
131,33.0,False,C,False,7.8958,False,"Drazenoic, Mr. Jozef",0,3,male,0,0.0,349241,Mr,Mr,train
132,20.0,False,S,False,7.05,False,"Coelho, Mr. Domingos Fernandeo",0,3,male,0,0.0,SOTON/O.Q. 3101307,Mr,Mr,train
133,47.0,False,S,False,14.5,False,"Robins, Mrs. Alexander A (Grace Charity Laury)",0,3,female,1,0.0,A/5. 3337,Mrs,Mrs,train
134,29.0,False,S,False,26.0,False,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",0,2,female,1,1.0,228414,Mrs,Mrs,train
135,25.0,False,S,False,13.0,False,"Sobey, Mr. Samuel James Hayden",0,2,male,0,0.0,C.A. 29178,Mr,Mr,train
136,23.0,False,C,False,15.0458,False,"Richard, Mr. Emile",0,2,male,0,0.0,SC/PARIS 2133,Mr,Mr,train
137,19.0,False,S,False,26.2833,False,"Newsom, Miss. Helen Monypeny",2,1,female,0,1.0,11752,Miss,Miss,train
138,37.0,False,S,False,53.1,False,"Futrelle, Mr. Jacques Heath",0,1,male,1,0.0,113803,Mr,Mr,train
139,16.0,False,S,False,9.2167,False,"Osen, Mr. Olaf Elon",0,3,male,0,0.0,7534,Mr,Mr,train
140,24.0,False,C,False,79.2,False,"Giglio, Mr. Victor",0,1,male,0,0.0,PC 17593,Mr,Mr,train
141,36.0,True,C,False,15.2458,False,"Boulos, Mrs. Joseph (Sultana)",2,3,female,0,0.0,2678,Mrs,Mrs,train
142,22.0,False,S,False,7.75,False,"Nysten, Miss. Anna Sofia",0,3,female,0,1.0,347081,Miss,Miss,train
143,24.0,False,S,False,15.85,False,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",0,3,female,1,1.0,STON/O2. 3101279,Mrs,Mrs,train
144,19.0,False,Q,False,6.75,False,"Burke, Mr. Jeremiah",0,3,male,0,0.0,365222,Mr,Mr,train
145,18.0,False,S,False,11.5,False,"Andrew, Mr. Edgardo Samuel",0,2,male,0,0.0,231945,Mr,Mr,train
146,19.0,False,S,False,36.75,False,"Nicholls, Mr. Joseph Charles",1,2,male,1,0.0,C.A. 33112,Mr,Mr,train
147,27.0,False,S,False,7.7958,False,"Andersson, Mr. August Edvard (""Wennerstrom"")",0,3,male,0,1.0,350043,Mr,Mr,train
148,9.0,False,S,False,34.375,False,"Ford, Miss. Robina Maggie ""Ruby""",2,3,female,2,0.0,W./C. 6608,Miss,Miss,train
149,36.5,False,S,False,26.0,False,"Navratil, Mr. Michel (""Louis M Hoffman"")",2,2,male,0,0.0,230080,Mr,Mr,train
150,42.0,False,S,False,13.0,False,"Byles, Rev. Thomas Roussel Davids",0,2,male,0,0.0,244310,Rev,Mr,train
151,51.0,False,S,False,12.525,False,"Bateman, Rev. Robert James",0,2,male,0,0.0,S.O.P. 1166,Rev,Mr,train
152,22.0,False,S,False,66.6,False,"Pears, Mrs. Thomas (Edith Wearne)",0,1,female,1,1.0,113776,Mrs,Mrs,train
153,55.5,False,S,False,8.05,False,"Meo, Mr. Alfonzo",0,3,male,0,0.0,A.5. 11206,Mr,Mr,train
154,40.5,False,S,False,14.5,False,"van Billiard, Mr. Austin Blyler",2,3,male,0,0.0,A/5. 851,Mr,Mr,train
155,30.0,True,S,False,7.3125,False,"Olsen, Mr. Ole Martin",0,3,male,0,0.0,Fa 265302,Mr,Mr,train
156,51.0,False,C,False,61.3792,False,"Williams, Mr. Charles Duane",1,1,male,0,0.0,PC 17597,Mr,Mr,train
157,16.0,False,Q,False,7.7333,False,"Gilnagh, Miss. Katherine ""Katie""",0,3,female,0,1.0,35851,Miss,Miss,train
158,30.0,False,S,False,8.05,False,"Corn, Mr. Harry",0,3,male,0,0.0,SOTON/OQ 392090,Mr,Mr,train
159,30.0,True,S,False,8.6625,False,"Smiljanic, Mr. Mile",0,3,male,0,0.0,315037,Mr,Mr,train
160,6.0,True,S,False,69.55,False,"Sage, Master. Thomas Henry",2,3,male,8,0.0,CA. 2343,Master,Master,train
161,44.0,False,S,False,16.1,False,"Cribb, Mr. John Hatfield",1,3,male,0,0.0,371362,Mr,Mr,train
162,40.0,False,S,False,15.75,False,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",0,2,female,0,1.0,C.A. 33595,Mrs,Mrs,train
163,26.0,False,S,False,7.775,False,"Bengtsson, Mr. John Viktor",0,3,male,0,0.0,347068,Mr,Mr,train
164,17.0,False,S,False,8.6625,False,"Calic, Mr. Jovo",0,3,male,0,0.0,315093,Mr,Mr,train
165,1.0,False,S,False,39.6875,False,"Panula, Master. Eino Viljami",1,3,male,4,0.0,3101295,Master,Master,train
166,9.0,False,S,False,20.525,False,"Goldsmith, Master. Frank John William ""Frankie""",2,3,male,0,1.0,363291,Master,Master,train
167,36.0,True,S,False,55.0,False,"Chibnall, Mrs. (Edith Martha Bowerman)",1,1,female,0,1.0,113505,Mrs,Mrs,train
168,45.0,False,S,False,27.9,False,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",4,3,female,1,0.0,347088,Mrs,Mrs,train
169,30.0,True,S,False,25.925,False,"Baumann, Mr. John D",0,1,male,0,0.0,PC 17318,Mr,Mr,train
170,28.0,False,S,False,56.4958,False,"Ling, Mr. Lee",0,3,male,0,0.0,1601,Mr,Mr,train
171,61.0,False,S,False,33.5,False,"Van der hoef, Mr. Wyckoff",0,1,male,0,0.0,111240,Mr,Mr,train
172,4.0,False,Q,False,29.125,False,"Rice, Master. Arthur",1,3,male,4,0.0,382652,Master,Master,train
173,1.0,False,S,False,11.1333,False,"Johnson, Miss. Eleanor Ileen",1,3,female,1,1.0,347742,Miss,Miss,train
174,21.0,False,S,False,7.925,False,"Sivola, Mr. Antti Wilhelm",0,3,male,0,0.0,STON/O 2. 3101280,Mr,Mr,train
175,56.0,False,C,False,30.6958,False,"Smith, Mr. James Clinch",0,1,male,0,0.0,17764,Mr,Mr,train
176,18.0,False,S,False,7.8542,False,"Klasen, Mr. Klas Albin",1,3,male,1,0.0,350404,Mr,Mr,train
177,6.0,True,S,False,25.4667,False,"Lefebre, Master. Henry Forbes",1,3,male,3,0.0,4133,Master,Master,train
178,50.0,False,C,False,28.7125,False,"Isham, Miss. Ann Elizabeth",0,1,female,0,0.0,PC 17595,Miss,Miss,train
179,30.0,False,S,False,13.0,False,"Hale, Mr. Reginald",0,2,male,0,0.0,250653,Mr,Mr,train
180,36.0,False,S,False,0.0,False,"Leonard, Mr. Lionel",0,3,male,0,0.0,LINE,Mr,Mr,train
181,22.0,True,S,False,69.55,False,"Sage, Miss. Constance Gladys",2,3,female,8,0.0,CA. 2343,Miss,Miss,train
182,30.0,True,C,False,15.05,False,"Pernot, Mr. Rene",0,2,male,0,0.0,SC/PARIS 2131,Mr,Mr,train
183,9.0,False,S,False,31.3875,False,"Asplund, Master. Clarence Gustaf Hugo",2,3,male,4,0.0,347077,Master,Master,train
184,1.0,False,S,False,39.0,False,"Becker, Master. Richard F",1,2,male,2,1.0,230136,Master,Master,train
185,4.0,False,S,False,22.025,False,"Kink-Heilmann, Miss. Luise Gretchen",2,3,female,0,1.0,315153,Miss,Miss,train
186,30.0,True,S,False,50.0,False,"Rood, Mr. Hugh Roscoe",0,1,male,0,0.0,113767,Mr,Mr,train
187,36.0,True,Q,False,15.5,False,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",0,3,female,1,1.0,370365,Mrs,Mrs,train
188,45.0,False,S,False,26.55,False,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",0,1,male,0,1.0,111428,Mr,Mr,train
189,40.0,False,Q,False,15.5,False,"Bourke, Mr. John",1,3,male,1,0.0,364849,Mr,Mr,train
190,36.0,False,S,False,7.8958,False,"Turcin, Mr. Stjepan",0,3,male,0,0.0,349247,Mr,Mr,train
191,32.0,False,S,False,13.0,False,"Pinsky, Mrs. (Rosa)",0,2,female,0,1.0,234604,Mrs,Mrs,train
192,19.0,False,S,False,13.0,False,"Carbines, Mr. William",0,2,male,0,0.0,28424,Mr,Mr,train
193,19.0,False,S,False,7.8542,False,"Andersen-Jensen, Miss. Carla Christine Nielsine",0,3,female,1,1.0,350046,Miss,Miss,train
194,3.0,False,S,False,26.0,False,"Navratil, Master. Michel M",1,2,male,1,1.0,230080,Master,Master,train
195,44.0,False,C,False,27.7208,False,"Brown, Mrs. James Joseph (Margaret Tobin)",0,1,female,0,1.0,PC 17610,Mrs,Mrs,train
196,58.0,False,C,False,146.5208,False,"Lurette, Miss. Elise",0,1,female,0,1.0,PC 17569,Miss,Miss,train
197,30.0,True,Q,False,7.75,False,"Mernagh, Mr. Robert",0,3,male,0,0.0,368703,Mr,Mr,train
198,42.0,False,S,False,8.4042,False,"Olsen, Mr. Karl Siegwart Andreas",1,3,male,0,0.0,4579,Mr,Mr,train
199,22.0,True,Q,False,7.75,False,"Madigan, Miss. Margaret ""Maggie""",0,3,female,0,1.0,370370,Miss,Miss,train
200,24.0,False,S,False,13.0,False,"Yrois, Miss. Henriette (""Mrs Harbeck"")",0,2,female,0,0.0,248747,Miss,Miss,train
201,28.0,False,S,False,9.5,False,"Vande Walle, Mr. Nestor Cyriel",0,3,male,0,0.0,345770,Mr,Mr,train
202,30.0,True,S,False,69.55,False,"Sage, Mr. Frederick",2,3,male,8,0.0,CA. 2343,Mr,Mr,train
203,34.0,False,S,False,6.4958,False,"Johanson, Mr. Jakob Alfred",0,3,male,0,0.0,3101264,Mr,Mr,train
204,45.5,False,C,False,7.225,False,"Youseff, Mr. Gerious",0,3,male,0,0.0,2628,Mr,Mr,train
205,18.0,False,S,False,8.05,False,"Cohen, Mr. Gurshon ""Gus""",0,3,male,0,1.0,A/5 3540,Mr,Mr,train
206,2.0,False,S,False,10.4625,False,"Strom, Miss. Telma Matilda",1,3,female,0,0.0,347054,Miss,Miss,train
207,32.0,False,S,False,15.85,False,"Backstrom, Mr. Karl Alfred",0,3,male,1,0.0,3101278,Mr,Mr,train
208,26.0,False,C,False,18.7875,False,"Albimona, Mr. Nassef Cassem",0,3,male,0,1.0,2699,Mr,Mr,train
209,16.0,False,Q,False,7.75,False,"Carr, Miss. Helen ""Ellen""",0,3,female,0,1.0,367231,Miss,Miss,train
210,40.0,False,C,False,31.0,False,"Blank, Mr. Henry",0,1,male,0,1.0,112277,Mr,Mr,train
211,24.0,False,S,False,7.05,False,"Ali, Mr. Ahmed",0,3,male,0,0.0,SOTON/O.Q. 3101311,Mr,Mr,train
212,35.0,False,S,False,21.0,False,"Cameron, Miss. Clear Annie",0,2,female,0,1.0,F.C.C. 13528,Miss,Miss,train
213,22.0,False,S,False,7.25,False,"Perkin, Mr. John Henry",0,3,male,0,0.0,A/5 21174,Mr,Mr,train
214,30.0,False,S,False,13.0,False,"Givard, Mr. Hans Kristensen",0,2,male,0,0.0,250646,Mr,Mr,train
215,30.0,True,Q,False,7.75,False,"Kiernan, Mr. Philip",0,3,male,1,0.0,367229,Mr,Mr,train
216,31.0,False,C,False,113.275,False,"Newell, Miss. Madeleine",0,1,female,1,1.0,35273,Miss,Miss,train
